speech_organ.n.01,3
representation.n.01,3
science.n.01,3
orifice.n.01,3
user.n.01,3
power.n.01,3
reproductive_organ.n.01,3
desire.n.01,3
implementation.n.02,3
platform.n.01,3
maltreatment.n.01,3
economic_policy.n.01,3
criminal.n.01,3
position.n.09,3
decrease.n.02,3
mobility.n.01,3
request.n.02,3
taste.n.01,3
soft_drink.n.01,3
good_health.n.01,3
music_genre.n.01,3
operation.n.05,3
crime.n.01,3
recording.n.03,3
set.n.13,3
kinsman.n.01,3
associate.n.01,3
name.n.01,3
forebear.n.01,3
leather.n.01,3
academic_degree.n.01,3
imaging.n.02,3
nut.n.01,3
result.n.03,3
projectile.n.01,3
blemish.n.01,3
solanaceous_vegetable.n.01,3
stratum.n.01,3
highland.n.01,3
committee.n.01,3
depository.n.01,3
framework.n.03,3
ball_game.n.01,3
court_game.n.01,3
scheme.n.01,3
elevation.n.05,3
environment.n.02,3
mercantile_establishment.n.01,3
field.n.01,3
decision.n.01,3
electronic_device.n.01,3
rod.n.01,3
hymenopterous_insect.n.01,3
lepidopterous_insect.n.01,3
change_of_magnitude.n.01,3
cutlery.n.02,3
astronomical_telescope.n.01,3
stimulant.n.02,3
edge_tool.n.01,3
linen.n.03,3
athlete.n.01,3
leaf.n.01,3
golf_club.n.02,3
bill.n.03,3
nonaccomplishment.n.01,3
lawman.n.01,3
dining-room_attendant.n.01,3
great_ape.n.01,3
leporid.n.01,3
young_mammal.n.01,3
important_person.n.01,3
procyonid.n.01,3
informant.n.01,3
cetacean.n.01,3
snack_food.n.01,3
saltwater_fish.n.01,3
actor.n.01,3
money.n.01,3
appraisal.n.01,3
lighter-than-air_craft.n.01,3
depression.n.08,3
sound.n.02,3
domino.n.04,3
movement.n.04,3
succulent.n.01,3
symptom.n.01,3
angiosperm.n.01,3
gramineous_plant.n.01,3
rotating_mechanism.n.01,3
cell.n.02,3
throw.n.01,3
jewelry.n.01,3
carbon.n.01,3
parallelogram.n.01,3
ordering.n.01,3
communication.n.01,3
carrier.n.05,3
document.n.02,3
closed_curve.n.01,3
identification.n.02,3
topology.n.04,3
evasion.n.04,3
curiosity.n.01,3
actinic_radiation.n.01,3
extent.n.02,3
calendar_day.n.01,3
cleaning_implement.n.01,3
writing_implement.n.01,3
institution.n.02,3
machine.n.04,3
end.n.01,3
affair.n.03,3
draft.n.01,3
art.n.01,3
cartilaginous_fish.n.01,3
root_vegetable.n.01,3
support.n.02,3
greens.n.01,3
heavier-than-air_craft.n.01,3
public_transport.n.01,3
flow.n.01,3
fossil_fuel.n.01,3
vegetable_matter.n.01,3
electrical_discharge.n.01,3
anesthetic.n.01,3
writ.n.01,3
